entry_id,script_symbol,transliteration,translation,pos,morphology,definitions,semantic_field,etymology,attestations,frequency,confidence_score,cultural_context,notes,variants
meroitic_054,,lo,genitive or focus particle (“of”/“the one”),particle/suffix,"{""category"": ""Grammar""}",[],Grammar,,"[""context: Grammatical glue – links titles to names (e.g. qore-lo mlo “ruler-of king”), links ethnonyms (qore nobo-l-o “the Nubian king”)[30]. Frequency ~ in every complex phrase."", ""source: Meroitic Decipherment – Phases 6–7_ Cultural Pattern and Statistical Validation.docx""]",,0.7,{},,
meroitic_055,,-owi,“is” or relational copula (in genealogies),suffix (copula),"{""category"": ""Grammar""}",[],Grammar,,"[""context: Ends many genealogy lines: X -l-owi “(of X) is…”[31][14]. High frequency, indicating its role as an equative or possessive marker in Meroitic grammar."", ""source: Meroitic Decipherment – Phases 6–7_ Cultural Pattern and Statistical Validation.docx""]",,0.65,{},,
meroitic_056,,-wo,“is” or relational copula (in genealogies),suffix (copula),"{""category"": ""Grammar""}",[],Grammar,,"[""context: Ends many genealogy lines: X -l-owi “(of X) is…”[31][14]. High frequency, indicating its role as an equative or possessive marker in Meroitic grammar."", ""source: Meroitic Decipherment – Phases 6–7_ Cultural Pattern and Statistical Validation.docx""]",,0.65,{},,
meroitic_053,,wos,Isis (deity),proper noun (deity),"{""category"": ""Divine-Religious""}",[],Divine-Religious,,"[""context: Standard invocation on funerary stelae; formulaic"", ""source: Meroitic Decipherment – Phases 6–7_ Cultural Pattern and Statistical Validation.docx""]",,0.6,{},,
meroitic_057,,sorey,Osiris (deity),proper noun (deity),"{""category"": ""Divine-Religious""}",[],Divine-Religious,,"[""context: Standard invocation on funerary stelae; formulaic"", ""source: Meroitic Decipherment – Phases 6–7_ Cultural Pattern and Statistical Validation.docx""]",,0.6,{},,
meroitic_058,[complex-tameya],tameya,Tameya (Roman Egyptian people),noun (ethnonym),"{""category"": ""Political-Military""}",[],Political-Military,,"[""context: Generic term for Romans (Egyptian occupants) as enemies"", ""source: Phase 21 Analysis_ Transliteration and Translation of Key Meroitic Inscriptions-1.pdf""]",,0.9,{},,
meroitic_059,[complex-napata],napata,Napata (ancient Kushite capital),proper noun (toponym),"{""category"": ""Geographical""}",[],Geographical,,"[""context: City of Napata (spiritual capital of Kush, Jebel Barkal)"", ""source: Phase 21 Analysis_ Transliteration and Translation of Key Meroitic Inscriptions-1.pdf""]",,0.95,{},,
meroitic_060,[unresolved],wꜣt-tꜣ-mḥw,Road to Lower Egypt,noun,compound,"[""Road to Lower Egypt""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_061,[unresolved],swn,Aswan,noun,,"[""Aswan""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_062,[unresolved],rꜣ-qd,Alexandria,noun,compound,"[""Alexandria""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_063,[unresolved],wꜣḏ-wr,Mediterranean ports,noun,compound,"[""Mediterranean ports""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_064,[unresolved],wꜣt-iꜣmw-dšr,Red Sea Path,noun,compound,"[""Red Sea Path""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_065,[unresolved],brnyk,Berenike,noun,,"[""Berenike""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_066,[unresolved],ꜣrb,Arabia,noun,,"[""Arabia""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_067,[unresolved],mkꜣ-ꜣꜣ,Indian Ocean,noun,compound,"[""Indian Ocean""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_068,[unresolved],wꜣt-ḥꜣpy-rs,Upper Nile Route,noun,compound,"[""Upper Nile Route""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_069,[unresolved],ꜣksm,Axum,noun,,"[""Axum""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_070,[unresolved],ꜣfr-ḥry,Central Africa,noun,compound,"[""Central Africa""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_071,[unresolved],wꜣt-dšrt,Desert Crossing,noun,compound,"[""Desert Crossing""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_072,[unresolved],wḥꜣt,Oases,noun,,"[""Oases""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_073,[unresolved],dr-fr,Darfur,noun,compound,"[""Darfur""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_074,[unresolved],beyond-sand,Trans-Saharan,noun,compound,"[""Trans-Saharan""]",Trade Routes & Toponyms,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.88,,From the confirmed route mapping block; kept as a label as written.,
meroitic_075,[unresolved],wꜣt,road / route,noun,,"[""road / route""]",Transport & Logistics,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.9,,Added as a compositional/root gloss to support compound parsing.,
meroitic_076,[unresolved],tꜣ,land / territory,noun,,"[""land / territory""]",Geography,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.8,,Added as a compositional/root gloss to support compound parsing.,
meroitic_077,[unresolved],mḥw,north / Lower (Egypt),noun,,"[""north / Lower (Egypt)""]",Geography,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.78,,Added as a compositional/root gloss to support compound parsing.,
meroitic_078,[unresolved],dšrt,desert / red land,noun,,"[""desert / red land""]",Geography,,"[""PHASE 14–15 (Second Pass): Trade network mapping""]",,0.78,,Added as a compositional/root gloss to support compound parsing.,
meroitic_079,[unresolved],šꜣdwf,manual water-lifting device,noun,,"[""manual water-lifting device (counterpoise lever)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_080,[unresolved],sꜣqiyꜣ,water wheel,noun,,"[""water wheel (animal-driven)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_081,[unresolved],mr,canal,noun,,"[""canal (irrigation channel)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_082,[unresolved],ḥsp,basin,noun,,"[""basin (flood basin for cultivation)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_083,[unresolved],dnit,dyke,noun,,"[""dyke (embankment for water control)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_084,[unresolved],hb,plough,noun,,"[""plough (ox-drawn plow)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_085,[unresolved],mꜣ,sickle,noun,,"[""sickle (harvesting knife)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_086,[unresolved],nwd,winnowing scoop/fork,noun,,"[""winnowing scoop/fork (grain separator)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_087,[unresolved],ḥwi,threshing sledge/flail,noun,,"[""threshing sledge/flail (grain threshing tool)""]",Agriculture & Water Control,,"[""PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:""]",,0.86,,List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_088,[unresolved],ꜣḫt,inundation season,noun,,"[""AKHET: inundation season""]",Calendar & Seasons,,"[""PHASE 14–15 (Second Pass): seasonal framework""]",,0.8,,Season term as presented in the reconstructed annual cycle.,
meroitic_089,[unresolved],prt,growing / emergence season,noun,,"[""PERET: growing / emergence season""]",Calendar & Seasons,,"[""PHASE 14–15 (Second Pass): seasonal framework""]",,0.8,,Season term as presented in the reconstructed annual cycle.,
meroitic_090,[unresolved],šmw,harvest / drought season,noun,,"[""SHEMU: harvest / drought season""]",Calendar & Seasons,,"[""PHASE 14–15 (Second Pass): seasonal framework""]",,0.8,,Season term as presented in the reconstructed annual cycle.,
meroitic_091,[unresolved],mḥ-7,7 cubits,noun,,"[""7 cubits (~3.7 m)""]",Measurement & Administration,,"[""PHASE 14–15 (Second Pass): flood measurement table""]",,0.75,,Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_092,[unresolved],mḥ-12,12 cubits,noun,,"[""12 cubits (~6.3 m)""]",Measurement & Administration,,"[""PHASE 14–15 (Second Pass): flood measurement table""]",,0.75,,Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_093,[unresolved],mḥ-16,16 cubits,noun,,"[""16 cubits (~8.4 m)""]",Measurement & Administration,,"[""PHASE 14–15 (Second Pass): flood measurement table""]",,0.75,,Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_094,[unresolved],mḥ-18,18 cubits,noun,,"[""18 cubits (~9.5 m)""]",Measurement & Administration,,"[""PHASE 14–15 (Second Pass): flood measurement table""]",,0.75,,Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_095,[unresolved],ꜣrby-swarm,locust-swarm,noun,compound,"[""**Locust plague**: ꜣrby-swarm (“locust-swarm”)"", ""Response term: “sky-darkened” (daylight obscured by locusts)""]",Environmental & Crisis Vocabulary,,"[""PHASE 14–15 (Second Pass): disaster records table""]",,0.7,,"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_096,[unresolved],dšrt-ḥz,desert-rage,noun,compound,"[""**Sandstorm**: dšrt-ḥz (“desert-rage”)"", ""Response term: “red-darkness” (sky turns red-black)""]",Environmental & Crisis Vocabulary,,"[""PHASE 14–15 (Second Pass): disaster records table""]",,0.7,,"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_097,[unresolved],tꜣ-ḫnm,earth-shake,noun,compound,"[""**Earthquake**: tꜣ-ḫnm (“earth-shake”)"", ""Response term: “god-anger” (seen as divine wrath)""]",Environmental & Crisis Vocabulary,,"[""PHASE 14–15 (Second Pass): disaster records table""]",,0.7,,"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_098,[unresolved],mwt-spd,death-spread,noun,compound,"[""**Epidemic**: mwt-spd (“death-spread”)"", ""Response term: “evil-wind” (miasma or pestilential wind)""]",Environmental & Crisis Vocabulary,,"[""PHASE 14–15 (Second Pass): disaster records table""]",,0.7,,"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_099,[unresolved],mw-ꜥz,water-rebellion,noun,compound,"[""**Flood disaster**: mw-ꜥz (“water-rebellion”)"", ""Response term: “Hapy’s wrath” (Nile’s anger personified)""]",Environmental & Crisis Vocabulary,,"[""PHASE 14–15 (Second Pass): disaster records table""]",,0.7,,"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
