entry_id,script_symbol,transliteration,translation,pos,morphology,definitions,semantic_field,etymology,attestations,frequency,confidence_score,cultural_context,notes,variants
meroitic_077,[unresolved],mḥw,north; Lower (Egypt),noun,{},north / Lower (Egypt),Geography,,PHASE 14–15 (Second Pass): Trade network mapping,,0.78,{},Added as a compositional/root gloss to support compound parsing.,
meroitic_078,[unresolved],dšrt,desert; red land,noun,{},desert / red land,Geography,,PHASE 14–15 (Second Pass): Trade network mapping,,0.78,{},Added as a compositional/root gloss to support compound parsing.,
meroitic_079,[unresolved],šꜣdwf,manual water-lifting device,noun,{},manual water-lifting device (counterpoise lever),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_080,[unresolved],sꜣqiyꜣ,water wheel,noun,{},water wheel (animal-driven),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_081,[unresolved],mr,canal,noun,{},canal (irrigation channel),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_082,[unresolved],ḥsp,basin,noun,{},basin (flood basin for cultivation),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_083,[unresolved],dnit,dyke,noun,{},dyke (embankment for water control),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_084,[unresolved],hb,plough,noun,{},plough (ox-drawn plow),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_085,[unresolved],mꜣ,sickle,noun,{},sickle (harvesting knife),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_086,[unresolved],nwd,winnowing scoop; fork,noun,{},winnowing scoop/fork (grain separator),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_087,[unresolved],ḥwi,threshing sledge; flail,noun,{},threshing sledge/flail (grain threshing tool),Agriculture & Water Control,,PHASE 14–15 (Second Pass): IRRIGATION TECHNOLOGY:,,0.86,{},List-derived gloss; retained verbatim to preserve LS wording.,
meroitic_088,[unresolved],ꜣḫt,inundation season,noun,{},AKHET: inundation season,Calendar & Seasons,,PHASE 14–15 (Second Pass): seasonal framework,,0.8,{},Season term as presented in the reconstructed annual cycle.,
meroitic_089,[unresolved],prt,growing; emergence season,noun,{},PERET: growing / emergence season,Calendar & Seasons,,PHASE 14–15 (Second Pass): seasonal framework,,0.8,{},Season term as presented in the reconstructed annual cycle.,
meroitic_090,[unresolved],šmw,harvest; drought season,noun,{},SHEMU: harvest / drought season,Calendar & Seasons,,PHASE 14–15 (Second Pass): seasonal framework,,0.8,{},Season term as presented in the reconstructed annual cycle.,
meroitic_091,[unresolved],mḥ-7,7 cubits,noun,{},7 cubits (~3.7 m),Measurement & Administration,,PHASE 14–15 (Second Pass): flood measurement table,,0.75,{},Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_092,[unresolved],mḥ-12,12 cubits,noun,{},12 cubits (~6.3 m),Measurement & Administration,,PHASE 14–15 (Second Pass): flood measurement table,,0.75,{},Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_093,[unresolved],mḥ-16,16 cubits,noun,{},16 cubits (~8.4 m),Measurement & Administration,,PHASE 14–15 (Second Pass): flood measurement table,,0.75,{},Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_094,[unresolved],mḥ-18,18 cubits,noun,{},18 cubits (~9.5 m),Measurement & Administration,,PHASE 14–15 (Second Pass): flood measurement table,,0.75,{},Nilometer-style measurement as tabulated; interpretation preserved in definitions.,
meroitic_095,[unresolved],ꜣrby-swarm,locust-swarm,noun,{},**Locust plague**: ꜣrby-swarm (“locust-swarm”),Environmental & Crisis Vocabulary,,PHASE 14–15 (Second Pass): disaster records table,,0.7,{},"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_096,[unresolved],dšrt-ḥz,desert-rage,noun,{},**Sandstorm**: dšrt-ḥz (“desert-rage”),Environmental & Crisis Vocabulary,,PHASE 14–15 (Second Pass): disaster records table,,0.7,{},"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_097,[unresolved],tꜣ-ḫnm,earth-shake,noun,{},**Earthquake**: tꜣ-ḫnm (“earth-shake”),Environmental & Crisis Vocabulary,,PHASE 14–15 (Second Pass): disaster records table,,0.7,{},"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_098,[unresolved],mwt-spd,death-spread,noun,{},**Epidemic**: mwt-spd (“death-spread”),Environmental & Crisis Vocabulary,,PHASE 14–15 (Second Pass): disaster records table,,0.7,{},"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_099,[unresolved],mw-ꜥz,water-rebellion,noun,{},**Flood disaster**: mw-ꜥz (“water-rebellion”),Environmental & Crisis Vocabulary,,PHASE 14–15 (Second Pass): disaster records table,,0.7,{},"From the DISASTER RECORDS table; descriptor kept literal, response kept as contextual note.",
meroitic_100,[unresolved],abr,man (male person),noun,{},man,People & Captives,,Phase 22 (Second Pass): REM 1044 lines 4–5 distributive clause abr-se-l,,0.68,{},Added to resolve the abr token referenced in REM 1044 examples. Conflict-aware: semantics based on distributive list structure; refine when full diplomatic context is ingested.,
meroitic_101,[unresolved],areme,Rome,proper noun / toponym,"{""category"": ""Toponym"", ""status"": ""proposed"", ""confidence_note"": ""linked to war/foreign-contact contexts"", ""frequency"": 12}",Rome (foreign toponym/state name) | Romans (ethnonym; context-dependent),Toponym-Foreign,,Hamadab stela war-chronicle token sequence includes areme (Phase 26). | Faras offering table title string: apote arome-li-se (Phase 26). | Cross-genre convergence: war chronicle + diplomatic/funerary title slot.,12,0.8,"{""notes"": ""Do not force equivalence: treat as a Kushite exonym that may align with Rome in specific historical frames.""}",Promoted to STABLE due to two distinct inscriptional genres; keep ethnonym reading separate from tameya. Do not merge with tameya (Roman Egyptian people) without corpus forcing; keep sense B provisional. Integrity Check Phase ZZ recommends conservative PROVISIONAL treatment due to limited attestations; LS retains STABLE because two distinct contexts are present (war chronicle + envoy/title string).,Areme; Arome; arome
meroitic_102,[unresolved],li,and (linker; conjunctive particle),conjunction / particle,"{""category"": ""Particle-Linker"", ""status"": ""proposed""}","and (joins titles, names, clauses)",Grammar-Connective,,Phase 21 docx: noted as a joiner in royal title sequences (qore li kndke …),,0.7,"{""notes"": ""Common epigraphic utility particle; expect higher frequency as more diplomatic text is ingested.""}",Added to prevent drift in titulary parsing; keep as a low-commitment grammatical particle.,
meroitic_103,[unresolved],wl,prince; regional governor (junior royal administrative title),title (noun),"{""category"": ""Title-Administrative"", ""status"": ""proposed""}",prince,Titles-Governance,,Phase 21 docx: introduced for Akinidad context; distinguished from qore/pqr,,0.58,"{""notes"": ""Treat as an administrative title until cross-inscription convergence confirms scope.""}",Proposed title; do not merge with qore (heir/prince) unless convergent contexts require it.,
meroitic_104,[unresolved],pqr,crown prince; designated heir (formal status),title (noun),"{""category"": ""Title-Succession"", ""status"": ""proposed""}",crown prince,Titles-Succession,,Phase 21 docx: term list (paqar/pqr) as heir designation; complements wl,,0.56,"{""notes"": ""Keep separate from qore; qore is broader heir/prince title, pqr may be formal succession status.""}",Alias/expanded form may appear as paqar; keep as lemma pqr for now.,paqar
meroitic_105,[unresolved],mds,descendant; born-of; offspring (lineage marker),noun / lineage marker,"{""category"": ""Genealogy-Marker"", ""status"": ""proposed""}",descendant,Genealogy-Kinship,,Phase 21 docx: aritñ-l mds (and variants with -l) in queen/divine legitimacy formulas | PhaseZZ corpus integration & validation: uniform usage across offering formulas; lock approved.,,0.75,"{""notes"": ""Treat as lineage marker that can bind to human or divine origin anchors (e.g., Ariten).""}","Added as a missing lemma; critical for parsing the Ariten legitimacy formula chain.
Locked as genealogy-slot marker (clear function in royal lineage chain). Treat as functional-marker lock pending new attestations.",mdsl; mds-l
meroitic_106,[unresolved],ariten,Ariten(e) (divine; ancestral origin anchor; deity or sacred locale in legitimacy formulas),proper noun (deity/toponym),"{""category"": ""Divine-Anchor"", ""status"": ""proposed""}",Ariten / Aritene (name),Divine-Ancestral,,Phase 21 docx: Amanishakheto/Amanitore/Kharamadoye formulas referencing ariteñ / aritñ-l,,0.6,"{""notes"": ""Do not force a single ontology (god vs place) until more attestations converge.""}",Added to stabilize recurring proper-name in legitimacy lines.,ariteñ; aritñ; aritñl; aritñ-l; aritene
meroitic_107,[unresolved],wide,kin-term (often glossed 'brother'; keep as kin-role pending stabilization),noun (kinship),"{""category"": ""Kinship"", ""status"": ""proposed"", ""note"": ""often followed by -l marker in quoted clause""}",kin-term (wide),Kinship-Relations,,Phase 22: REM 1044 L143–144 (wide-l) in killing clause,,0.55,"{""notes"": ""Treat as relational label; avoid hard-coding 'brother' until multiple contexts confirm.""}",Added to support REM 1044 segment parsing; keep semantics conservative.,wide-l
meroitic_108,[unresolved],n,to; for (preposition; dative; goal marker),preposition / particle,"{""category"": ""Particle-Preposition"", ""status"": ""proposed""}",to,Grammar-Preposition,,Formula: di ato n [deity] (offering/dedication contexts),,0.7,"{""notes"": ""Stable in formulaic offering clauses; treat as goal marker.""}",Added to stabilize the di-ato-n offering formula parsing.,
meroitic_109,,nṯr,god; divine being (generic); often in loan; ritual formulae,NOUN,{},god / divine being (generic); often in loan/ritual formulae,Religion / Divinity,,Offering formula: '... di ato n nṯr' (give water to the god),,0.85,{},Multi-attested in internal phase logs as generic 'god/goddess' and appears in offering formulae. Keep broad: do not force which deity unless named.,ntr
meroitic_110,,se-l,each; every (distributive marker); attaches to person-class nouns,PARTICLE,{},each / every (distributive marker); attaches to person-class nouns,Grammar / Quantification,,REM 1044 clause: abr-se-l ... / kdi-se-l ...,,0.7,{},"Derived from REM 1044 distributive construction (abr-se-l, kdi-se-l). Keep separate from genealogical se until sign-shape is resolved.",se-l; sel
meroitic_111,𐦡-𐦲𐦡𐦷,e-ked,(I) killed; struck down (prefixed verbal form),VERB,{},(I) killed / struck down (prefixed verbal form),Action / Warfare,,REM 1044 clause (paired with abr-se-l): 𐦠𐦧𐦫𐦱𐦡𐦴𐦡𐦬 : 𐦡-𐦲𐦡𐦷 : 𐦲𐦷𐦢-𐦱𐦡-𐦬 : 𐦡-𐦡𐦬-𐦳 :,,0.75,{},Attested in REM 1044 distributive clause. 'e-' treated as verbal prefix; root ked retained separately when more contexts accrue. Script segmentation provisional.,e-ked; e-kede; e-kede-to
meroitic_112,𐦲𐦡𐦷,ked,"kill; strike down (verbal root, provisional)",VERB_ROOT,{},"kill / strike down (verbal root, provisional)",Action / Warfare,,Derived from e-ked (REM 1044),,0.65,{},Root abstracted from e-ked. Keep provisional until it appears without e- or in additional verbal paradigms.,ked; kede
meroitic_113,𐦡-𐦡𐦬-𐦳,e-er-k,(I) took; seized; carried off (prefixed verbal form),VERB,{},(I) took / seized / carried off (prefixed verbal form),Action / Capture,,REM 1044 clause: 𐦠𐦧𐦫𐦱𐦡𐦴𐦡𐦬 : 𐦡-𐦲𐦡𐦷 : 𐦲𐦷𐦢-𐦱𐦡-𐦬 : 𐦡-𐦡𐦬-𐦳 :,,0.7,{},Attested in REM 1044 distributive clause after kdi-se-l. Root and suffix boundaries still provisional.,e-er-k; e-(e)r-k
meroitic_114,𐦡𐦬-𐦳,er-k,"take; seize (root+suffix composite, provisional)",VERB_ROOT,{},"take / seize (root+suffix composite, provisional)",Action / Capture,,Derived from e-er-k (REM 1044),,0.6,{},Abstracted from e-er-k. Hold as composite until additional contexts separate er vs -k.,er-k; (e)r-k
meroitic_115,𐦠𐦧𐦫𐦱𐦡𐦴𐦡𐦬,abr-se-l,each man (formulaic distributive NP),PHRASE,{},each man (formulaic distributive NP),People / Grammar,,REM 1044 clause: 𐦠𐦧𐦫𐦱𐦡𐦴𐦡𐦬 : 𐦡-𐦲𐦡𐦷 : 𐦲𐦷𐦢-𐦱𐦡-𐦬 : 𐦡-𐦡𐦬-𐦳 :,,0.6,{},From REM 1044 distributive clause. Treated as abr + se-l; stored as phrase for alignment.,
meroitic_116,𐦲𐦷𐦢-𐦱𐦡-𐦬,kdi-se-l,each woman; female class (formulaic distributive NP) — provisional,PHRASE,{},each woman / female class (formulaic distributive NP) — provisional,People / Grammar,,REM 1044 clause: 𐦠𐦧𐦫𐦱𐦡𐦴𐦡𐦬 : 𐦡-𐦲𐦡𐦷 : 𐦲𐦷𐦢-𐦱𐦡-𐦬 : 𐦡-𐦡𐦬-𐦳 :,,0.5,{},"From REM 1044 clause. If kdi is being used as 'woman' here, treat as context-specific until the kdi/Kush homography is resolved.",
meroitic_117,,apote,envoy; messenger,noun (title),"{""category"": ""Diplomacy"", ""frequency"": 12, ""status"": """"}",Envoy / messenger (diplomatic rank),Diplomacy-Rank,,Faras offering table (Phase 26): apote arome-li-se (envoy to Rome) title string. | Phase 26 notes: title appears in at least one other text listing diplomatic contacts (needs ingestion).,12,0.72,{},Promotion trigger: second explicit inscription-line attestation outside Phase 26 doc narrative.,
meroitic_118,,qo,this; these,particle (demonstrative),"{""category"": ""Grammar"", ""frequency"": 7, ""status"": """"}",This / these (deictic particle; caption/pointing marker),Grammar-Demonstrative,,Hamadab stela caption (Phase 26): qo tameya … (deictic/label slot). | Phase 28/Phase 23–25 corpus notes: qo treated as demonstrative opener in caption-like segments.,7,0.7,{},Keep strictly deictic until ≥2 clean caption-line attestations extracted as token strings.,
meroitic_119,,-li,to; toward,suffix (case/allative),"{""category"": ""Grammar"", ""frequency"": 10, ""status"": """"}",To / toward (allative marker; attaches to toponyms),Grammar-Case,,"Phase 26: arome-li(-se) in title string apote arome-li-se (envoy to Rome). | Phase 28 report includes at least one other -li toponym attachment (e.g., Amek-li).",10,0.75,{},Treat as bound morpheme; keep separate from lemma `li` = conjunctive 'and'.,
meroitic_120,,rmn,Romans,noun (ethnonym),"{""category"": ""Identity"", ""frequency"": 6, ""status"": """"}",Romans (ethnonym abbreviation; tentative),Identity-Foreign,,Phase 27: quoted clause 'drove out the rmn from Napata' (requires extraction of raw token-line).,6,0.55,{},Do NOT promote until ≥2 direct inscription-line attestations are extracted as token strings.,
